Rev. Growth,EPS Growth,FCF Growth,Price/Earnings/Growth,Price/Sales
42,100,45,1.61 <- 1.22 <- 2.19 <- 3.79 <- 4.63,12.49 <- 12.06 <- 20.25 <- 25.68 <- 31.10
